du_lieu,nhan
"này, không muốn quạt nữa, thôi không cần quạt nữa hộ tôi",tat_quat
"này, tắt đèn để nghỉ mắt nhé",tat_den
Mình thấy lạnh rồi,tat_quat
"ơi, lúc này mở quạt trong phòng",bat_quat
"ơi, ngay bây giờ mở quạt trong phòng hộ mình",bat_quat
"ơi, em đang cần sáng hơn một chút giúp mình",bat_den
giúp tôi mình cần sáng hơn một chút đi,bat_den
"ơi, mình cần không khí thoáng hơn nhé",bat_quat
làm ơn bớt đèn bàn lại hộ tôi,tat_den
"giúp mình đủ sáng rồi, giảm ánh sáng đi đi",tat_den
"ơi, tắt quạt điện để đỡ ồn nhé",tat_quat
giúp tôi lạnh rồi với,tat_quat
"gây chói mắt, tắt đèn đi hộ tôi",tat_den
làm ơn ngay bật đèn bàn giúp tôi,bat_den
"ơi, gây chói mắt, bớt sáng lại giúp tôi",tat_den
giúp mình phòng đang sáng quá với,tat_den
"giúp tôi oi bức quá, cho mát hơn",bat_quat
"ơi, bớt ánh sáng đi với",tat_den
tắt quạt để thư giãn giúp tôi,tat_quat
làm ơn chói mắt quá hộ tôi,tat_den
giúp tôi tôi cần mở đèn để đọc rõ hơn,bat_den
"giúp tôi phòng không thoáng, mở quạt đi giúp tôi",bat_quat
"giúp tôi quạt làm mình phân tâm, tắt đi hộ tôi",tat_quat
giúp mình tắt đèn bàn để nghỉ mắt hộ mình,tat_den
"ơi, anh cần mở quạt ngay hộ mình",bat_quat
"này, tắt đèn trong phòng hộ tôi",tat_den
"giúp mình mình muốn nghỉ, tắt quạt đi",tat_quat
"ơi, giảm ánh sáng giúp mình để đỡ chói nhé",tat_den
"ơi, mở quạt để xem tài liệu giúp tôi",bat_quat
giúp mình bí quá với,bat_quat
"ơi, mở ánh sáng đi",bat_den
"giúp mình gắt quá, cho dịu ánh sáng hơn nhé",tat_den
"này, mình muốn thư giãn, tắt quạt đi giúp mình",tat_quat
giúp tôi cho mát hơn để đọc sách giúp tôi,bat_quat
mở đèn học để đọc sách giúp mình,bat_den
giúp mình phòng học nóng quá hộ mình,bat_quat
"ơi, mình muốn tắt quạt giúp mình",tat_quat
"ơi, đèn sáng quá giúp tôi",tat_den
"này, cần sáng hơn để làm bài",bat_den
"này, khí trong phòng ngột ngạt, bật quạt lên giúp mình",bat_quat
giúp tôi chói quá đi,tat_den
"phòng đang sáng quá, giảm ánh sáng đi giúp tôi",tat_den
làm ơn giảm ánh sáng lại đi,tat_den
"này, tắt quạt bàn cho mình giúp mình",tat_quat
giúp mình tắt quạt bàn đi với,tat_quat
giúp tôi tôi đang cần mát hơn hộ mình,bat_quat
"gắt quá, tắt đèn đi hộ tôi",tat_den
"ơi, bây giờ bật quạt trong phòng đi",bat_quat
"ơi, phòng học nóng quá với",bat_quat
"giúp mình ra mồ hôi rồi, mở quạt đi hộ mình",bat_quat
giúp mình giảm đèn trong phòng lại nhé,tat_den
lúc này mở quạt điện giúp mình,bat_quat
"phòng học mờ quá, mở đèn giúp mình với",bat_den
"ơi, phòng học ngột ngạt quá, bật quạt lên với",bat_quat
"giúp tôi quạt mạnh quá, ngừng quạt lại hộ tôi",tat_quat
giúp mình mở đèn học lên giúp tôi,bat_den
"làm ơn không thấy rõ, bật đèn lên với",bat_den
"quạt chạy to quá, cho quạt nghỉ đi hộ mình",tat_quat
"làm ơn chỗ này tối thật, cho sáng hơn nhé",bat_den
làm ơn ngay bây giờ bật quạt trong phòng hộ tôi,bat_quat
giảm đèn học đi giúp mình,tat_den
"giúp tôi đủ mát rồi, thôi không cần quạt nữa",tat_quat
"ơi, oi bức quá",bat_quat
"này, mở quạt để dễ chịu hơn hộ tôi",bat_quat
"này, đèn sáng quá, bớt sáng lại hộ tôi",tat_den
"giúp mình đèn gắt quá, cho dịu ánh sáng hơn hộ tôi",tat_den
giúp tôi bàn học bí quá hộ tôi,bat_quat
em đang cần mở quạt ngay hộ mình,bat_quat
"giúp tôi đủ sáng rồi, giảm ánh sáng đi giúp tôi",tat_den
làm ơn phòng tự học nóng quá nhé,bat_quat
"ơi, mở đèn trong phòng để làm bài hộ mình",bat_den
làm ơn giảm đèn học đi,tat_den
giúp tôi bật quạt để tiếp tục học giúp tôi,bat_quat
"ơi, mát rồi, tắt quạt đi giúp tôi",tat_quat
"làm ơn ngột ngạt quá, cho mát hơn",bat_quat
phòng tự học tối quá với,bat_den
em rất cần thêm ánh sáng hộ mình,bat_den
bật đèn học giúp tôi,bat_den
"mình muốn chợp mắt, tắt đèn đi hộ tôi",tat_den
"này, mình muốn nghỉ, tắt đèn đi nhé",tat_den
"gió mạnh quá, cho quạt nghỉ đi",tat_quat
"giúp mình quạt chạy to quá, tắt quạt đi giúp mình",tat_quat
giúp tôi cho mát hơn để viết bài,bat_quat
"làm ơn quạt đang kêu hơi to, tắt giúp mình đi",tat_quat
làm ơn bớt đèn trong phòng lại nhé,tat_den
"này, ngay bây giờ bật quạt trong phòng giúp mình",bat_quat
"giúp tôi khó chịu vì nóng, mở quạt đi giúp tôi",bat_quat
"ơi, tắt đèn bàn đi đi",tat_den
"ơi, quạt mạnh quá, ngừng quạt lại với",tat_quat
"này, khó chịu vì nóng, cần gió một chút nhé",bat_quat
giúp mình em rất cần mát hơn hộ mình,bat_quat
"giúp mình phòng học không thoáng, mở quạt đi đi",bat_quat
giúp mình lúc này mở đèn bàn,bat_den
"này, không đủ sáng, cần thêm ánh sáng đi",bat_den
giúp tôi cho phòng tối hơn một chút,tat_den
"ơi, bật quạt điện cho mình",bat_quat
"này, mình muốn nghỉ, tắt đèn đi giúp mình",tat_den
làm ơn phòng tự học bí quá nhé,bat_quat
tắt quạt cho mình giúp tôi,tat_quat
"này, tớ rất cần mở đèn để đọc rõ hơn giúp mình",bat_den
giúp mình em rất cần không khí thoáng hơn nhé,bat_quat
giúp tôi cho phòng tối hơn một chút đi,tat_den
"này, tắt quạt",tat_quat
"ơi, tắt quạt điện vì lạnh rồi đi",tat_quat
giúp mình đèn rọi vào mắt khó chịu quá đi,tat_den
"này, chói quá, giảm ánh sáng đi hộ mình",tat_den
giúp tôi mở đèn cho mình đọc tài liệu,bat_den
mở quạt trong phòng cho mình,bat_quat
"lạnh quá, ngừng quạt lại giúp tôi",tat_quat
giúp mình anh muốn mở đèn để đọc rõ hơn với,bat_den
"giúp tôi mình muốn thư giãn, tắt đèn đi giúp mình",tat_den
giúp mình bật đèn học để đọc sách nhé,bat_den
làm ơn tắt quạt trong phòng để đỡ ồn giúp mình,tat_quat
làm ơn quạt làm mình lạnh,tat_quat
giúp tôi phòng nóng quá hộ mình,bat_quat
giúp tôi mở quạt điện giúp mình,bat_quat
giúp tôi bật đèn học để đọc sách nhé,bat_den
giúp mình tắt quạt vì lạnh rồi giúp mình,tat_quat
"này, phòng tự học tối quá giúp tôi",bat_den
làm ơn mình muốn yên tĩnh hơn nên tắt quạt,tat_quat
"chữ mờ quá, mở đèn đi với",bat_den
tôi thấy chói mắt quá hộ tôi,tat_den
"giúp tôi nóng quá, bật quạt lên giúp mình",bat_quat
hơi lạnh rồi,tat_quat
"ơi, mình muốn nghỉ mắt, tắt đèn đi hộ mình",tat_den
"này, oi quá, mở quạt đi hộ mình",bat_quat
tớ đang cần thêm ánh sáng!,bat_den
"ơi, cho mát hơn để xem tài liệu hộ tôi",bat_quat
"này, thôi đừng quạt nữa",tat_quat
làm ơn bật đèn cho mình hộ mình,bat_den
tắt quạt đi đi,tat_quat
"làm ơn quạt đang thổi mạnh quá, ngừng quạt lại với",tat_quat
"này, tớ muốn tắt quạt đi",tat_quat
làm ơn mở quạt trong phòng nhé,bat_quat
"ơi, khó chịu vì chói với",tat_den
"giúp tôi chỗ ngồi mờ quá, mở đèn giúp mình đi",bat_den
"ơi, tớ muốn mát hơn hộ mình",bat_quat
"gió lùa khó chịu quá, ngừng quạt lại giúp mình",tat_quat
"giúp mình hơi lạnh rồi, cho quạt nghỉ đi với",tat_quat
"ơi, ngay bật quạt hộ mình",bat_quat
tắt quạt để đỡ ồn nhé,tat_quat
giúp mình bớt đèn lại,tat_den
"này, tắt đèn để chợp mắt",tat_den
giúp mình bật quạt trong phòng cho mình hộ mình,bat_quat
làm ơn tắt quạt điện cho mình nhé,tat_quat
làm ơn mở quạt để học nhé,bat_quat
"giúp mình quạt chạy to quá, cho quạt nghỉ đi hộ tôi",tat_quat
"ơi, khó chịu vì nóng, mở quạt đi với",bat_quat
"giúp mình gây chói mắt, giảm ánh sáng đi với",tat_den
"ánh sáng mạnh quá, cho dịu ánh sáng hơn",tat_den
giúp tôi anh rất cần mở quạt ngay hộ tôi,bat_quat
giúp mình lúc này mở đèn học đi,bat_den
làm ơn cho mát hơn để xem bài nhé,bat_quat
"này, phòng nóng thật giúp mình",bat_quat
làm ơn cho yên hơn để nghỉ đi,tat_quat
"làm ơn nóng quá, cần gió một chút giúp tôi",bat_quat
giúp mình giảm đèn bàn lại với,tat_den
"làm ơn phòng đang sáng quá, giảm ánh sáng đi giúp tôi",tat_den
giúp tôi em đang cần sáng hơn một chút đi,bat_den
"thiếu sáng quá, mở đèn đi đi",bat_den
bật quạt bàn để mát hơn!,bat_quat
"ơi, anh cần mở quạt ngay với",bat_quat
tắt quạt điện đi giúp tôi,tat_quat
"ơi, mở đèn cho mình ghi chép hộ mình",bat_den
giúp tôi tôi muốn bật quạt đi,bat_quat
tắt quạt bàn đi.,tat_quat
"này, ngột ngạt quá, bật quạt lên với",bat_quat
em không cần đèn nữa giúp tôi,tat_den
"giúp mình sáng quá, giảm ánh sáng đi nhé",tat_den
"ơi, mở ánh sáng để đọc sách đi",bat_den
"giúp mình ánh sáng làm mình mỏi mắt, cho dịu ánh sáng hơn giúp mình",tat_den
phòng học tối quá giúp tôi,bat_den
"giúp tôi sáng quá, tắt đèn đi",tat_den
"làm ơn không muốn quạt nữa, tắt quạt đi",tat_quat
"giúp tôi trời tối rồi, mở đèn đi nhé",bat_den
"lạnh rồi, ngừng quạt lại!",tat_quat
anh thấy chói mắt quá nhé,tat_den
làm ơn bật quạt bàn để mát hơn giúp tôi,bat_quat
giúp tôi tớ rất cần bật quạt,bat_quat
oi bức quá,bat_quat
"giúp tôi không cần sáng nữa, mình sắp ngủ giúp tôi",tat_den
"làm ơn cần mát hơn, mở quạt đi hộ tôi",bat_quat
"ơi, không cần sáng nữa, mình sắp chợp mắt với",tat_den
"giúp mình quạt chạy to quá, thôi không cần quạt nữa nhé",tat_quat
mình rất cần mở quạt ngay giúp mình,bat_quat
"ơi, lúc này mở quạt hộ mình",bat_quat
giúp mình tôi muốn tắt đèn đi,tat_den
"phòng đang sáng quá, bớt sáng lại với",tat_den
"ơi, quạt mạnh quá, ngừng quạt lại hộ tôi",tat_quat
tắt ánh sáng.,tat_den
"ơi, gió mạnh quá, ngừng quạt lại đi",tat_quat
ngay bây giờ mở đèn với,bat_den
"ơi, đèn sáng quá, cho dịu ánh sáng hơn",tat_den
"ơi, đèn gắt quá, cho dịu ánh sáng hơn giúp mình",tat_den
"này, góc học không thoáng, mở quạt đi đi",bat_quat
khó chịu vì nóng giúp tôi,bat_quat
"này, bàn học tối quá, cho sáng hơn hộ mình",bat_den
"này, chỗ ngồi bí quá hộ mình",bat_quat
"này, phòng đang sáng quá, tắt đèn đi",tat_den
"làm ơn quạt làm mình lạnh, ngừng quạt lại",tat_quat
ngay bật quạt bàn đi,bat_quat
làm ơn bật quạt lên giúp mình,bat_quat
giúp tôi tôi không cần quạt nữa giúp tôi,tat_quat
"này, tôi muốn tắt quạt với",tat_quat
"giúp tôi mình muốn nghỉ, tắt đèn đi hộ mình",tat_den
làm ơn lúc này mở đèn bàn giúp tôi,bat_den
"giúp mình oi quá, bật quạt lên đi",bat_quat
em rất cần mát hơn đi,bat_quat
"làm ơn mình chỉ muốn nghỉ ngơi thôi, tắt đèn nhé hộ mình",tat_den
trời tối rồi!,bat_den
làm ơn mở đèn cho mình làm bài,bat_den
"này, khó chịu vì chói, giảm ánh sáng đi hộ mình",tat_den
giúp mình bây giờ mở quạt bàn,bat_quat
"ơi, không cần quạt nữa, tắt quạt đi hộ mình",tat_quat
giúp mình tắt đèn trong phòng để nghỉ mắt nhé,tat_den
làm ơn lạnh quá hộ tôi,tat_quat
"này, quạt làm mình lạnh, thôi không cần quạt nữa hộ tôi",tat_quat
"này, gió mạnh quá hộ tôi",tat_quat
"này, anh không cần quạt nữa giúp mình",tat_quat
làm ơn bật quạt bàn để tiếp tục học hộ tôi,bat_quat
"gió mạnh quá, tắt quạt đi đi",tat_quat
giúp tôi giảm đèn trong phòng lại giúp tôi,tat_den
giúp mình tôi rất cần không khí thoáng hơn đi,bat_quat
bớt ánh sáng lại!,tat_den
"làm ơn quạt làm mình lạnh, thôi không cần quạt nữa với",tat_quat
"này, lạnh quá, cho quạt nghỉ đi",tat_quat
"ơi, mở quạt để làm bài giúp mình",bat_quat
giúp mình em rất cần bật quạt giúp mình,bat_quat
"ơi, bây giờ mở ánh sáng giúp mình",bat_den
"giúp tôi bàn học hầm quá, cho mát hơn hộ tôi",bat_quat
"làm ơn lạnh quá, thôi không cần quạt nữa nhé",tat_quat
"này, tớ rất cần mở quạt ngay",bat_quat
giúp mình góc học tối quá giúp mình,bat_den
giúp mình anh cần không khí thoáng hơn hộ tôi,bat_quat
"này, bật ánh sáng hộ mình",bat_den
bật đèn để đọc tài liệu hộ tôi,bat_den
"giúp tôi quạt chạy to quá, thôi không cần quạt nữa giúp tôi",tat_quat
"ơi, anh cần bật quạt giúp mình",bat_quat
"giúp tôi mồ hôi bắt đầu ra rồi, cho mát hơn",bat_quat
giúp tôi tôi thấy chói mắt quá nhé,tat_den
"này, anh không cần quạt nữa nhé",tat_quat
Tớ muốn tắt quạt,tat_quat
làm ơn khó chịu vì nóng với,bat_quat
"giúp tôi không đủ sáng, mở đèn đi nhé",bat_den
"ơi, góc học ngột ngạt quá, bật quạt lên hộ mình",bat_quat
"mình muốn đọc yên tĩnh, tắt quạt đi giúp mình",tat_quat
"đủ mát rồi, cho quạt nghỉ đi nhé",tat_quat
ra mồ hôi rồi giúp mình,bat_quat
"khó chịu vì chói, giảm ánh sáng đi nhé",tat_den
"gió mạnh quá, thôi không cần quạt nữa!",tat_quat
làm ơn mở quạt để xem tài liệu giúp mình,bat_quat
"ơi, chói quá, tắt đèn đi hộ mình",tat_den
mình muốn bật đèn giúp tôi,bat_den
"làm ơn chỗ ngồi không thoáng, mở quạt đi hộ mình",bat_quat
"này, anh muốn yên tĩnh hơn nên tắt quạt giúp mình",tat_quat
"giúp tôi quạt chạy to quá, cho quạt nghỉ đi với",tat_quat
giúp mình tôi thấy lạnh rồi giúp tôi,tat_quat
làm ơn bật ánh sáng để đọc sách nhé,bat_den
làm ơn phòng học tối quá,bat_den
giúp mình đủ mát rồi giúp mình,tat_quat
"giúp tôi không thấy rõ, cho sáng hơn đi",bat_den
làm ơn tớ thấy lạnh rồi,tat_quat
"này, anh cần mở quạt ngay hộ tôi",bat_quat
"không muốn quạt nữa, ngừng quạt lại với",tat_quat
"này, tắt quạt trong phòng vì lạnh rồi giúp tôi",tat_quat
"quạt ồn quá, tắt quạt đi giúp mình",tat_quat
giúp tôi giảm đèn trong phòng đi đi,tat_den
giúp tôi mình muốn tắt quạt đi,tat_quat
"ơi, ngay bây giờ mở đèn trong phòng nhé",bat_den
giúp tôi em đang cần không khí thoáng hơn đi,bat_quat
"ơi, mờ quá, cho sáng hơn nhé",bat_den
giúp tôi tắt đèn trong phòng,tat_den
làm ơn lạnh rồi đi,tat_quat
giúp tôi mở quạt bàn lên giúp tôi,bat_quat
tắt đèn trong phòng để nghỉ mắt đi,tat_den
"này, tắt quạt để nghỉ giúp tôi",tat_quat
"ơi, lúc này bật quạt bàn giúp tôi",bat_quat
"giúp mình phòng đang sáng quá, bớt sáng lại giúp tôi",tat_den
"ơi, tắt quạt bàn để đỡ ồn với",tat_quat
"ơi, anh đang cần mở đèn để đọc rõ hơn",bat_den
"giúp tôi ánh sáng làm mình mỏi mắt, giảm ánh sáng đi đi",tat_den
giúp mình đèn rọi mạnh quá giúp mình,tat_den
"ơi, bây giờ bật đèn hộ mình",bat_den
giúp mình tắt quạt để tập trung giúp mình,tat_quat
làm ơn em rất cần thêm ánh sáng giúp tôi,bat_den
"giúp tôi hơi lạnh rồi, cho quạt nghỉ đi hộ mình",tat_quat
"này, không muốn quạt nữa giúp tôi",tat_quat
"này, đủ mát rồi đi",tat_quat
giúp mình tắt quạt trong phòng để đỡ ồn với,tat_quat
giúp tôi cần sáng hơn để xem bài đi,bat_den
tớ thấy lạnh rồi giúp mình,tat_quat
mát rồi giúp mình,tat_quat
cho sáng hơn để đọc sách với,bat_den
"đèn gắt quá, cho dịu ánh sáng hơn",tat_den
tớ muốn bật đèn giúp mình,bat_den
"ánh sáng làm mình mỏi mắt, bớt sáng lại.",tat_den
làm ơn tớ muốn sáng hơn một chút hộ tôi,bat_den
giúp mình tớ không cần đèn nữa với,tat_den
mở đèn trong phòng để làm bài giúp tôi,bat_den
giúp mình anh muốn mở đèn để đọc rõ hơn giúp mình,bat_den
tắt quạt đi với,tat_quat
mình đang cần thêm ánh sáng hộ tôi,bat_den
mở quạt để viết bài giúp mình,bat_quat
làm ơn bật đèn bàn lên,bat_den
"ơi, ánh sáng mạnh quá đi",tat_den
giúp mình tớ cần bật quạt với,bat_quat
giúp tôi mình đang cần mở quạt ngay với,bat_quat
"giúp tôi ánh sáng mạnh quá, bớt sáng lại hộ tôi",tat_den
"này, bí quá hộ mình",bat_quat
giảm đèn bàn lại nhé,tat_den
anh muốn tắt đèn với,tat_den
"này, mở đèn học để đọc sách giúp mình",bat_den
mình cần không khí thoáng hơn với,bat_quat
"giúp mình quạt chạy to quá, cho quạt nghỉ đi",tat_quat
"này, lạnh quá, cho quạt nghỉ đi hộ mình",tat_quat
"ơi, em muốn tắt quạt hộ mình",tat_quat
"ơi, bật đèn để ghi chép đi",bat_den
"ánh sáng làm mình mỏi mắt, cho dịu ánh sáng hơn nhé",tat_den
"giúp mình phòng hơi tối, bật đèn lên giúp tôi",bat_den
"giúp mình gắt quá, bớt sáng lại",tat_den
"ơi, ánh sáng làm mình mỏi mắt, tắt đèn đi giúp mình",tat_den
"ơi, tôi đang cần mở quạt ngay giúp mình",bat_quat
giúp tôi tớ muốn tắt quạt giúp tôi,tat_quat
mở đèn học cho mình đi,bat_den
"lạnh rồi, cho quạt nghỉ đi đi",tat_quat
ánh sáng mạnh quá!,tat_den
"ơi, khó chịu vì nóng, cho mát hơn giúp mình",bat_quat
giúp mình không cần quạt nữa hộ tôi,tat_quat
"này, cần mát hơn, mở quạt đi giúp mình",bat_quat
giúp tôi lúc này mở ánh sáng hộ mình,bat_den
"này, tôi không cần đèn nữa hộ tôi",tat_den
giúp tôi cho yên hơn để đọc yên tĩnh giúp mình,tat_quat
làm ơn tắt ánh sáng để chuẩn bị ngủ giúp mình,tat_den
"giúp mình gió tạt vào người khó chịu, thôi không cần quạt nữa nhé",tat_quat
giúp mình anh thấy lạnh rồi giúp tôi,tat_quat
"này, bàn học không thoáng, mở quạt đi giúp tôi",bat_quat
giúp mình mở quạt cho thoáng phòng hộ tôi,bat_quat
làm ơn bật ánh sáng để học hộ tôi,bat_den
giúp tôi tắt đèn học đi giúp mình,tat_den
"này, anh đang cần không khí thoáng hơn đi",bat_quat
ngay mở đèn bàn,bat_den
giúp mình căn phòng thiếu sáng quá hộ mình,bat_den
"này, mình bắt đầu lạnh rồi, tắt quạt giúp mình đi",tat_quat
giúp mình tắt đèn để chợp mắt nhé,tat_den
Mờ quá,bat_den
"ơi, tắt quạt bàn đi với",tat_quat
mở đèn trong phòng để đọc sách đi,bat_den
"ơi, phòng không thoáng, mở quạt đi hộ mình",bat_quat
giúp mình mở đèn cho mình đọc sách đi,bat_den
"giúp tôi mát rồi, thôi không cần quạt nữa giúp mình",tat_quat
"này, không cần sáng nữa với",tat_den
"này, chỗ ngồi hầm quá, cho mát hơn hộ mình",bat_quat
giúp tôi tôi muốn yên tĩnh hơn nên tắt quạt,tat_quat
giúp mình ngay bây giờ mở quạt trong phòng đi,bat_quat
làm ơn giảm đèn trong phòng lại nhé,tat_den
"này, quạt đang thổi mạnh quá",tat_quat
giúp mình tắt quạt với,tat_quat
không thoáng chút nào đi,bat_quat
giúp mình ngay mở đèn bàn hộ tôi,bat_den
giúp tôi mình cần quạt để xem tài liệu hộ tôi,bat_quat
"này, em muốn sáng hơn một chút",bat_den
làm ơn không cần gió nữa đâu nhé,tat_quat
"này, không cần quạt nữa hộ tôi",tat_quat
"ơi, quạt đang thổi mạnh quá đi",tat_quat
tắt ánh sáng hộ tôi,tat_den
"ơi, bật quạt trong phòng với",bat_quat
"giúp tôi ngột ngạt quá, mở quạt đi đi",bat_quat
"ơi, mình thấy đủ mát rồi, tắt quạt nhé giúp tôi",tat_quat
phòng tự học bí quá hộ tôi,bat_quat
"ơi, ngay bây giờ mở quạt trong phòng nhé",bat_quat
"này, ngột ngạt quá, cho mát hơn giúp tôi",bat_quat
"này, tắt quạt để thư giãn giúp tôi",tat_quat
"ơi, tắt đèn bàn hộ mình",tat_den
phòng tự học chưa đủ sáng để học,bat_den
"khó chịu vì chói, cho dịu ánh sáng hơn hộ tôi",tat_den
"này, bàn học bí quá giúp mình",bat_quat
"gió tạt vào người khó chịu, ngừng quạt lại hộ mình",tat_quat
giúp mình bật quạt để xem bài cho dễ chịu giúp tôi,bat_quat
"làm ơn không cần sáng nữa, bớt sáng lại giúp tôi",tat_den
giúp mình cho mát hơn để đọc sách hộ tôi,bat_quat
"giúp tôi gây chói mắt, cho dịu ánh sáng hơn",tat_den
giúp tôi bây giờ mở đèn trong phòng giúp tôi,bat_den
ngay mở quạt điện hộ tôi,bat_quat
"mình đang học, bật đèn lên với",bat_den
tắt đèn trong phòng đi giúp mình,tat_den
"ơi, không cần quạt nữa, tắt quạt đi hộ tôi",tat_quat
quạt làm mình lạnh giúp tôi,tat_quat
giúp mình lạnh quá đi,tat_quat
"làm ơn mờ mờ quá, cần thêm ánh sáng hộ mình",bat_den
giúp tôi anh cần bật đèn đi,bat_den
"ơi, gắt quá, tắt đèn đi nhé",tat_den
"ơi, quạt đang thổi mạnh quá, ngừng quạt lại giúp mình",tat_quat
làm ơn đủ mát rồi đi,tat_quat
tớ rất cần mở đèn để đọc rõ hơn.,bat_den
"làm ơn quạt đang thổi mạnh quá, thôi không cần quạt nữa đi",tat_quat
giúp tôi mở đèn học để đọc sách,bat_den
"giúp mình không cần quạt nữa, ngừng quạt lại giúp mình",tat_quat
ngay bây giờ bật quạt trong phòng,bat_quat
"ơi, em đang cần thêm ánh sáng nhé",bat_den
giúp tôi khó nhìn quá giúp mình,bat_den
"gió mạnh quá, tắt quạt đi.",tat_quat
giảm đèn trong phòng lại với,tat_den
giúp mình bây giờ mở đèn bàn giúp mình,bat_den
"ơi, mình đang cần mở quạt ngay hộ mình",bat_quat
"tối mắt quá, cho sáng hơn giúp mình",bat_den
giúp mình khó chịu vì nóng nhé,bat_quat
chỗ ngồi bí quá giúp mình,bat_quat
"lạnh rồi, tắt quạt đi.",tat_quat
"làm ơn phòng hầm quá, bật quạt lên đi",bat_quat
"ơi, anh cần bật đèn nhé",bat_den
"này, lúc này mở quạt bàn giúp mình",bat_quat
"giúp tôi khó đọc quá, cho sáng lên đi hộ tôi",bat_den
bật ánh sáng để học với,bat_den
làm ơn tắt đèn để nghỉ mắt với,tat_den
"ơi, mở đèn trong phòng lên giúp tôi",bat_den
"ơi, không cần sáng nữa, mình sắp ngủ giúp mình",tat_den
"giúp tôi mình muốn chợp mắt, tắt đèn đi giúp tôi",tat_den
"này, quạt ồn quá đi",tat_quat
lúc này bật quạt điện hộ tôi,bat_quat
"giúp tôi phòng mờ quá, mở đèn giúp mình giúp tôi",bat_den
giúp mình tắt đèn bàn cho mình giúp tôi,tat_den
"này, mở quạt bàn để dễ chịu hơn hộ tôi",bat_quat
giúp tôi bớt ánh sáng lại giúp tôi,tat_den
"này, bớt đèn học đi hộ mình",tat_den
giúp mình thấy nóng nực quá hộ tôi,bat_quat
giúp mình bây giờ bật ánh sáng giúp tôi,bat_den
"ơi, tôi đang cần thêm ánh sáng hộ tôi",bat_den
ngay bây giờ bật đèn bàn với,bat_den
"này, không khí bí bách quá với",bat_quat
làm ơn mở quạt để đọc sách,bat_quat
"làm ơn mát rồi, thôi không cần quạt nữa nhé",tat_quat
"làm ơn không đủ sáng, cho sáng hơn với",bat_den
"giúp tôi chói quá, giảm ánh sáng đi giúp mình",tat_den
bật quạt điện để tiếp tục học hộ tôi,bat_quat
em muốn mát hơn với,bat_quat
giúp mình bật quạt cho mình hộ mình,bat_quat
"ơi, quạt làm mình phân tâm, tắt đi hộ tôi",tat_quat
giúp mình bật quạt để ôn bài cho dễ chịu giúp tôi,bat_quat
"này, đèn sáng quá, bớt sáng lại nhé",tat_den
"gắt quá, tắt đèn đi với",tat_den
"này, quạt mạnh quá, thôi không cần quạt nữa giúp mình",tat_quat
"khó đọc quá, cho sáng lên đi giúp tôi",bat_den
"ơi, phòng hầm quá, mở quạt đi với",bat_quat
"này, tắt đèn để ngủ giúp mình",tat_den
làm ơn bật đèn học lên hộ tôi,bat_den
chói quá đi,tat_den
tớ đang cần mát hơn hộ mình,bat_quat
mờ quá hộ mình,bat_den
giúp mình mình muốn bật quạt giúp tôi,bat_quat
làm ơn cho yên hơn để đọc yên tĩnh nhé,tat_quat
mình thấy chói mắt quá nhé,tat_den
"ơi, em đang cần không khí thoáng hơn với",bat_quat
"giúp mình không muốn quạt nữa, cho quạt nghỉ đi giúp mình",tat_quat
"giúp mình quạt làm mình lạnh, cho quạt nghỉ đi nhé",tat_quat
"này, mở quạt điện lên giúp mình",bat_quat
tắt đèn đi giúp mình,tat_den
"ơi, đủ mát rồi, cho quạt nghỉ đi hộ mình",tat_quat
"ơi, thiếu ánh sáng quá, cần thêm ánh sáng giúp tôi",bat_den
Bây giờ bật quạt điện,bat_quat
chỗ ngồi thiếu sáng quá.,bat_den
"làm ơn phòng tự học ngột ngạt quá, bật quạt lên hộ mình",bat_quat
giúp tôi mình muốn tắt đèn hộ tôi,tat_den
làm ơn bật quạt để đọc tài liệu cho dễ chịu đi,bat_quat
làm ơn cho sáng hơn để ôn bài với,bat_den
giúp tôi góc học nóng quá,bat_quat
"ơi, gắt quá, bớt sáng lại đi",tat_den
"này, tắt đèn bàn cho mình đi",tat_den
"này, ánh sáng mạnh quá, cho dịu ánh sáng hơn nhé",tat_den
"này, em muốn ánh sáng dịu hơn nhé",tat_den
"này, em thấy lạnh rồi với",tat_quat
"này, chữ mờ quá, cần thêm ánh sáng giúp mình",bat_den
"này, khó chịu vì chói, giảm ánh sáng đi hộ tôi",tat_den
"này, bật quạt để ghi chép cho dễ chịu giúp mình",bat_quat
"giúp mình không thoáng chút nào, cần gió một chút hộ mình",bat_quat
"ơi, mồ hôi bắt đầu ra rồi, cho mát hơn giúp mình",bat_quat
em đang cần mở quạt ngay đi,bat_quat
"phòng nóng thật, bật quạt lên hộ mình",bat_quat
"ơi, quạt mạnh quá đi",tat_quat
mở quạt bàn cho mình!,bat_quat
làm ơn quạt chạy to quá giúp mình,tat_quat
"giúp tôi gió mạnh quá, thôi không cần quạt nữa hộ mình",tat_quat
"giúp tôi quạt đang thổi mạnh quá, ngừng quạt lại",tat_quat
giúp mình mồ hôi bắt đầu ra rồi giúp tôi,bat_quat
giúp mình tắt đèn trong phòng để chuẩn bị ngủ với,tat_den
"này, quạt mạnh quá, cho quạt nghỉ đi hộ mình",tat_quat
"làm ơn phòng hơi tối, bật đèn lên hộ mình",bat_den
"này, gió vào mặt khó chịu quá, tắt quạt đi với",tat_quat
