text,device,intent
cho tôi bật quạt,quạt,ON
đừng có mở quạt,quạt,OFF
tắt quạt,quạt,OFF
không cần tắt quạt,quạt,ON
cho mạnh hơn quạt,quạt,INCREASE
không tăng quạt,quạt,DECREASE
cho tôi vặn nhỏ quạt,quạt,DECREASE
giúp mình khỏi cần cho yếu đi quạt,quạt,INCREASE
làm ơn bật đèn,đèn,ON
cho tôi đừng có mở đèn,đèn,OFF
vui lòng tắt đèn,đèn,OFF
làm ơn khỏi cần tắt đèn,đèn,ON
làm ơn tăng đèn,đèn,INCREASE
làm ơn đừng làm mạnh hơn đèn,đèn,DECREASE
vui lòng làm nhẹ lại đèn,đèn,DECREASE
cho tôi đừng có cho yếu đi đèn,đèn,INCREASE
vui lòng mở quạt,quạt,ON
vui lòng đừng có bật quạt,quạt,OFF
cho tôi tắt quạt,quạt,OFF
giúp mình khỏi cần tắt quạt,quạt,ON
giúp mình làm mạnh hơn quạt,quạt,INCREASE
cho tôi không cần làm mạnh hơn quạt,quạt,DECREASE
giúp mình vặn nhỏ quạt,quạt,DECREASE
cho tôi khỏi cần cho yếu đi quạt,quạt,INCREASE
vui lòng mở đèn,đèn,ON
vui lòng đừng có mở đèn,đèn,OFF
giúp mình tắt đèn,đèn,OFF
cho tôi đừng tắt đèn,đèn,ON
giúp mình tăng đèn,đèn,INCREASE
vui lòng không cần vặn to đèn,đèn,DECREASE
làm nhẹ lại đèn,đèn,DECREASE
giúp mình đừng làm nhẹ lại đèn,đèn,INCREASE
mở quạt,quạt,ON
cho tôi khỏi cần mở quạt,quạt,OFF
giúp mình đóng quạt,quạt,OFF
không cần đóng quạt,quạt,ON
làm ơn cho mạnh hơn quạt,quạt,INCREASE
đừng vặn to quạt,quạt,DECREASE
cho tôi làm nhẹ lại quạt,quạt,DECREASE
cho tôi không cần làm nhẹ lại quạt,quạt,INCREASE
làm ơn mở đèn,đèn,ON
cho tôi không bật đèn,đèn,OFF
vui lòng đóng đèn,đèn,OFF
làm ơn đừng đóng đèn,đèn,ON
cho tôi làm mạnh hơn đèn,đèn,INCREASE
vui lòng không cần tăng đèn,đèn,DECREASE
cho tôi cho yếu đi đèn,đèn,DECREASE
đừng làm nhẹ lại đèn,đèn,INCREASE
làm ơn mở quạt,quạt,ON
cho tôi khỏi cần bật quạt,quạt,OFF
giúp mình tắt quạt,quạt,OFF
cho tôi khỏi cần đóng quạt,quạt,ON
làm ơn tăng quạt,quạt,INCREASE
khỏi cần làm mạnh hơn quạt,quạt,DECREASE
vui lòng vặn nhỏ quạt,quạt,DECREASE
làm ơn không cho yếu đi quạt,quạt,INCREASE
vui lòng mở đèn,đèn,ON
làm ơn không mở đèn,đèn,OFF
giúp mình tắt đèn,đèn,OFF
vui lòng đừng tắt đèn,đèn,ON
giúp mình tăng đèn,đèn,INCREASE
không cần vặn to đèn,đèn,DECREASE
cho tôi giảm đèn,đèn,DECREASE
đừng vặn nhỏ đèn,đèn,INCREASE
giúp mình mở quạt,quạt,ON
đừng có bật quạt,quạt,OFF
giúp mình đóng quạt,quạt,OFF
làm ơn khỏi cần đóng quạt,quạt,ON
vui lòng vặn to quạt,quạt,INCREASE
vui lòng đừng vặn to quạt,quạt,DECREASE
vui lòng vặn nhỏ quạt,quạt,DECREASE
làm ơn không cần làm nhẹ lại quạt,quạt,INCREASE
giúp mình mở đèn,đèn,ON
cho tôi đừng bật đèn,đèn,OFF
giúp mình đóng đèn,đèn,OFF
làm ơn không cần đóng đèn,đèn,ON
vui lòng làm mạnh hơn đèn,đèn,INCREASE
làm ơn đừng cho mạnh hơn đèn,đèn,DECREASE
cho tôi giảm đèn,đèn,DECREASE
cho tôi không cho yếu đi đèn,đèn,INCREASE
vui lòng bật quạt,quạt,ON
không bật quạt,quạt,OFF
làm ơn đóng quạt,quạt,OFF
không cần đóng quạt,quạt,ON
vặn to quạt,quạt,INCREASE
giúp mình không cho mạnh hơn quạt,quạt,DECREASE
làm ơn làm nhẹ lại quạt,quạt,DECREASE
không cần làm nhẹ lại quạt,quạt,INCREASE
giúp mình bật đèn,đèn,ON
cho tôi đừng có mở đèn,đèn,OFF
đóng đèn,đèn,OFF
vui lòng không tắt đèn,đèn,ON
làm mạnh hơn đèn,đèn,INCREASE
cho tôi không vặn to đèn,đèn,DECREASE
làm nhẹ lại đèn,đèn,DECREASE
cho tôi khỏi cần vặn nhỏ đèn,đèn,INCREASE
bật quạt,quạt,ON
cho tôi không cần mở quạt,quạt,OFF
tắt quạt,quạt,OFF
đừng có đóng quạt,quạt,ON
làm ơn tăng quạt,quạt,INCREASE
làm ơn không cần cho mạnh hơn quạt,quạt,DECREASE
làm nhẹ lại quạt,quạt,DECREASE
đừng có làm nhẹ lại quạt,quạt,INCREASE
làm ơn mở đèn,đèn,ON
cho tôi đừng mở đèn,đèn,OFF
tắt đèn,đèn,OFF
cho tôi không cần tắt đèn,đèn,ON
làm ơn cho mạnh hơn đèn,đèn,INCREASE
làm ơn khỏi cần tăng đèn,đèn,DECREASE
giúp mình vặn nhỏ đèn,đèn,DECREASE
cho tôi đừng có vặn nhỏ đèn,đèn,INCREASE
giúp mình bật quạt,quạt,ON
giúp mình không cần bật quạt,quạt,OFF
vui lòng tắt quạt,quạt,OFF
giúp mình khỏi cần đóng quạt,quạt,ON
làm mạnh hơn quạt,quạt,INCREASE
cho tôi khỏi cần cho mạnh hơn quạt,quạt,DECREASE
làm ơn làm nhẹ lại quạt,quạt,DECREASE
vui lòng không cần cho yếu đi quạt,quạt,INCREASE
mở đèn,đèn,ON
giúp mình không mở đèn,đèn,OFF
giúp mình đóng đèn,đèn,OFF
cho tôi không cần đóng đèn,đèn,ON
làm ơn cho mạnh hơn đèn,đèn,INCREASE
làm ơn không cần cho mạnh hơn đèn,đèn,DECREASE
vui lòng giảm đèn,đèn,DECREASE
vui lòng không làm nhẹ lại đèn,đèn,INCREASE
vui lòng mở quạt,quạt,ON
giúp mình không cần bật quạt,quạt,OFF
giúp mình tắt quạt,quạt,OFF
đừng có tắt quạt,quạt,ON
làm ơn cho mạnh hơn quạt,quạt,INCREASE
vui lòng đừng có vặn to quạt,quạt,DECREASE
giảm quạt,quạt,DECREASE
cho tôi không cần giảm quạt,quạt,INCREASE
vui lòng mở đèn,đèn,ON
cho tôi không bật đèn,đèn,OFF
vui lòng đóng đèn,đèn,OFF
làm ơn đừng tắt đèn,đèn,ON
cho tôi cho mạnh hơn đèn,đèn,INCREASE
vui lòng không cần vặn to đèn,đèn,DECREASE
giúp mình vặn nhỏ đèn,đèn,DECREASE
khỏi cần giảm đèn,đèn,INCREASE
làm ơn mở quạt,quạt,ON
cho tôi không bật quạt,quạt,OFF
làm ơn đóng quạt,quạt,OFF
đừng có tắt quạt,quạt,ON
làm ơn vặn to quạt,quạt,INCREASE
làm ơn không cần làm mạnh hơn quạt,quạt,DECREASE
cho tôi vặn nhỏ quạt,quạt,DECREASE
vui lòng không cần làm nhẹ lại quạt,quạt,INCREASE
cho tôi mở đèn,đèn,ON
giúp mình không mở đèn,đèn,OFF
vui lòng đóng đèn,đèn,OFF
giúp mình đừng tắt đèn,đèn,ON
vui lòng cho mạnh hơn đèn,đèn,INCREASE
đừng có vặn to đèn,đèn,DECREASE
vui lòng vặn nhỏ đèn,đèn,DECREASE
khỏi cần giảm đèn,đèn,INCREASE
mở quạt,quạt,ON
làm ơn đừng bật quạt,quạt,OFF
giúp mình đóng quạt,quạt,OFF
làm ơn khỏi cần đóng quạt,quạt,ON
cho tôi tăng quạt,quạt,INCREASE
không làm mạnh hơn quạt,quạt,DECREASE
cho tôi cho yếu đi quạt,quạt,DECREASE
làm ơn đừng vặn nhỏ quạt,quạt,INCREASE
làm ơn mở đèn,đèn,ON
vui lòng không mở đèn,đèn,OFF
cho tôi tắt đèn,đèn,OFF
làm ơn đừng có đóng đèn,đèn,ON
tăng đèn,đèn,INCREASE
khỏi cần vặn to đèn,đèn,DECREASE
làm ơn cho yếu đi đèn,đèn,DECREASE
giúp mình đừng vặn nhỏ đèn,đèn,INCREASE
giúp mình mở quạt,quạt,ON
vui lòng khỏi cần bật quạt,quạt,OFF
làm ơn đóng quạt,quạt,OFF
vui lòng không cần đóng quạt,quạt,ON
cho tôi làm mạnh hơn quạt,quạt,INCREASE
vui lòng đừng vặn to quạt,quạt,DECREASE
làm ơn làm nhẹ lại quạt,quạt,DECREASE
cho tôi không làm nhẹ lại quạt,quạt,INCREASE
giúp mình bật đèn,đèn,ON
đừng mở đèn,đèn,OFF
giúp mình đóng đèn,đèn,OFF
cho tôi đừng đóng đèn,đèn,ON
làm mạnh hơn đèn,đèn,INCREASE
làm ơn đừng vặn to đèn,đèn,DECREASE
giúp mình vặn nhỏ đèn,đèn,DECREASE
cho tôi khỏi cần cho yếu đi đèn,đèn,INCREASE
làm ơn bật quạt,quạt,ON
cho tôi đừng bật quạt,quạt,OFF
đóng quạt,quạt,OFF
cho tôi đừng tắt quạt,quạt,ON
làm mạnh hơn quạt,quạt,INCREASE
làm ơn khỏi cần vặn to quạt,quạt,DECREASE
vui lòng giảm quạt,quạt,DECREASE
cho tôi khỏi cần làm nhẹ lại quạt,quạt,INCREASE
giúp mình bật đèn,đèn,ON
giúp mình không cần mở đèn,đèn,OFF
tắt đèn,đèn,OFF
giúp mình đừng tắt đèn,đèn,ON
vui lòng làm mạnh hơn đèn,đèn,INCREASE
không tăng đèn,đèn,DECREASE
làm ơn cho yếu đi đèn,đèn,DECREASE
làm ơn đừng có giảm đèn,đèn,INCREASE
bật quạt,quạt,ON
cho tôi đừng mở quạt,quạt,OFF
cho tôi đóng quạt,quạt,OFF
vui lòng không cần đóng quạt,quạt,ON
làm mạnh hơn quạt,quạt,INCREASE
không vặn to quạt,quạt,DECREASE
cho tôi cho yếu đi quạt,quạt,DECREASE
cho tôi không giảm quạt,quạt,INCREASE
cho tôi bật đèn,đèn,ON
giúp mình khỏi cần mở đèn,đèn,OFF
cho tôi đóng đèn,đèn,OFF
giúp mình không đóng đèn,đèn,ON
vặn to đèn,đèn,INCREASE
không cần cho mạnh hơn đèn,đèn,DECREASE
giúp mình giảm đèn,đèn,DECREASE
đừng vặn nhỏ đèn,đèn,INCREASE
giúp mình mở quạt,quạt,ON
cho tôi đừng mở quạt,quạt,OFF
cho tôi tắt quạt,quạt,OFF
cho tôi đừng có tắt quạt,quạt,ON
vui lòng làm mạnh hơn quạt,quạt,INCREASE
vui lòng đừng tăng quạt,quạt,DECREASE
vui lòng giảm quạt,quạt,DECREASE
cho tôi đừng làm nhẹ lại quạt,quạt,INCREASE
làm ơn bật đèn,đèn,ON
cho tôi khỏi cần mở đèn,đèn,OFF
vui lòng đóng đèn,đèn,OFF
vui lòng đừng tắt đèn,đèn,ON
làm mạnh hơn đèn,đèn,INCREASE
cho tôi khỏi cần tăng đèn,đèn,DECREASE
giảm đèn,đèn,DECREASE
giúp mình không làm nhẹ lại đèn,đèn,INCREASE
giúp mình bật quạt,quạt,ON
cho tôi không bật quạt,quạt,OFF
giúp mình tắt quạt,quạt,OFF
làm ơn không cần đóng quạt,quạt,ON
vặn to quạt,quạt,INCREASE
làm ơn khỏi cần làm mạnh hơn quạt,quạt,DECREASE
làm ơn vặn nhỏ quạt,quạt,DECREASE
vui lòng đừng có vặn nhỏ quạt,quạt,INCREASE
vui lòng bật đèn,đèn,ON
làm ơn không bật đèn,đèn,OFF
làm ơn đóng đèn,đèn,OFF
giúp mình đừng tắt đèn,đèn,ON
cho tôi cho mạnh hơn đèn,đèn,INCREASE
cho tôi khỏi cần vặn to đèn,đèn,DECREASE
giúp mình làm nhẹ lại đèn,đèn,DECREASE
cho tôi đừng có vặn nhỏ đèn,đèn,INCREASE
mở quạt,quạt,ON
làm ơn đừng mở quạt,quạt,OFF
tắt quạt,quạt,OFF
vui lòng không tắt quạt,quạt,ON
làm ơn làm mạnh hơn quạt,quạt,INCREASE
giúp mình không tăng quạt,quạt,DECREASE
cho yếu đi quạt,quạt,DECREASE
đừng vặn nhỏ quạt,quạt,INCREASE
làm ơn mở đèn,đèn,ON
làm ơn đừng bật đèn,đèn,OFF
tắt đèn,đèn,OFF
giúp mình không tắt đèn,đèn,ON
cho mạnh hơn đèn,đèn,INCREASE
cho tôi đừng làm mạnh hơn đèn,đèn,DECREASE
cho tôi giảm đèn,đèn,DECREASE
vui lòng đừng có cho yếu đi đèn,đèn,INCREASE
giúp mình mở quạt,quạt,ON
vui lòng không cần mở quạt,quạt,OFF
giúp mình đóng quạt,quạt,OFF
không cần tắt quạt,quạt,ON
vặn to quạt,quạt,INCREASE
làm ơn đừng cho mạnh hơn quạt,quạt,DECREASE
giúp mình cho yếu đi quạt,quạt,DECREASE
đừng cho yếu đi quạt,quạt,INCREASE
làm ơn bật đèn,đèn,ON
cho tôi không mở đèn,đèn,OFF
giúp mình đóng đèn,đèn,OFF
giúp mình khỏi cần tắt đèn,đèn,ON
cho tôi tăng đèn,đèn,INCREASE
đừng có tăng đèn,đèn,DECREASE
giúp mình cho yếu đi đèn,đèn,DECREASE
giúp mình khỏi cần vặn nhỏ đèn,đèn,INCREASE
giúp mình bật quạt,quạt,ON
làm ơn đừng mở quạt,quạt,OFF
làm ơn tắt quạt,quạt,OFF
khỏi cần đóng quạt,quạt,ON
vui lòng vặn to quạt,quạt,INCREASE
vui lòng đừng có vặn to quạt,quạt,DECREASE
làm ơn vặn nhỏ quạt,quạt,DECREASE
khỏi cần làm nhẹ lại quạt,quạt,INCREASE
giúp mình mở đèn,đèn,ON
cho tôi không mở đèn,đèn,OFF
làm ơn tắt đèn,đèn,OFF
làm ơn không đóng đèn,đèn,ON
vui lòng vặn to đèn,đèn,INCREASE
vui lòng không cho mạnh hơn đèn,đèn,DECREASE
cho yếu đi đèn,đèn,DECREASE
vui lòng không cho yếu đi đèn,đèn,INCREASE
vui lòng bật quạt,quạt,ON
cho tôi đừng bật quạt,quạt,OFF
đóng quạt,quạt,OFF
vui lòng khỏi cần đóng quạt,quạt,ON
tăng quạt,quạt,INCREASE
cho tôi khỏi cần tăng quạt,quạt,DECREASE
làm nhẹ lại quạt,quạt,DECREASE
cho tôi đừng cho yếu đi quạt,quạt,INCREASE
vui lòng bật đèn,đèn,ON
giúp mình đừng mở đèn,đèn,OFF
làm ơn đóng đèn,đèn,OFF
cho tôi không cần tắt đèn,đèn,ON
vui lòng cho mạnh hơn đèn,đèn,INCREASE
đừng có cho mạnh hơn đèn,đèn,DECREASE
vui lòng làm nhẹ lại đèn,đèn,DECREASE
vui lòng khỏi cần vặn nhỏ đèn,đèn,INCREASE
làm ơn mở quạt,quạt,ON
làm ơn đừng mở quạt,quạt,OFF
giúp mình đóng quạt,quạt,OFF
làm ơn không tắt quạt,quạt,ON
vui lòng tăng quạt,quạt,INCREASE
làm ơn không cho mạnh hơn quạt,quạt,DECREASE
vặn nhỏ quạt,quạt,DECREASE
làm ơn không cho yếu đi quạt,quạt,INCREASE
vui lòng bật đèn,đèn,ON
vui lòng đừng có mở đèn,đèn,OFF
làm ơn tắt đèn,đèn,OFF
làm ơn khỏi cần đóng đèn,đèn,ON
cho mạnh hơn đèn,đèn,INCREASE
vui lòng khỏi cần vặn to đèn,đèn,DECREASE
cho yếu đi đèn,đèn,DECREASE
vui lòng đừng có làm nhẹ lại đèn,đèn,INCREASE
vui lòng mở quạt,quạt,ON
làm ơn đừng bật quạt,quạt,OFF
đóng quạt,quạt,OFF
vui lòng khỏi cần tắt quạt,quạt,ON
cho tôi tăng quạt,quạt,INCREASE
giúp mình đừng có làm mạnh hơn quạt,quạt,DECREASE
vui lòng cho yếu đi quạt,quạt,DECREASE
làm ơn khỏi cần vặn nhỏ quạt,quạt,INCREASE
vui lòng mở đèn,đèn,ON
vui lòng đừng mở đèn,đèn,OFF
làm ơn đóng đèn,đèn,OFF
giúp mình không cần tắt đèn,đèn,ON
giúp mình làm mạnh hơn đèn,đèn,INCREASE
vui lòng đừng có cho mạnh hơn đèn,đèn,DECREASE
vui lòng giảm đèn,đèn,DECREASE
vui lòng không cần giảm đèn,đèn,INCREASE
bật quạt,quạt,ON
vui lòng đừng có mở quạt,quạt,OFF
vui lòng đóng quạt,quạt,OFF
cho tôi không cần đóng quạt,quạt,ON
làm ơn tăng quạt,quạt,INCREASE
giúp mình đừng tăng quạt,quạt,DECREASE
giúp mình giảm quạt,quạt,DECREASE
cho tôi đừng có cho yếu đi quạt,quạt,INCREASE
vui lòng mở đèn,đèn,ON
cho tôi không mở đèn,đèn,OFF
cho tôi đóng đèn,đèn,OFF
đừng đóng đèn,đèn,ON
vặn to đèn,đèn,INCREASE
cho tôi đừng có vặn to đèn,đèn,DECREASE
vặn nhỏ đèn,đèn,DECREASE
không vặn nhỏ đèn,đèn,INCREASE
cho tôi mở quạt,quạt,ON
giúp mình không bật quạt,quạt,OFF
làm ơn đóng quạt,quạt,OFF
cho tôi đừng đóng quạt,quạt,ON
vui lòng tăng quạt,quạt,INCREASE
làm ơn không cần làm mạnh hơn quạt,quạt,DECREASE
giúp mình vặn nhỏ quạt,quạt,DECREASE
giúp mình không cần cho yếu đi quạt,quạt,INCREASE
vui lòng mở đèn,đèn,ON
vui lòng khỏi cần mở đèn,đèn,OFF
giúp mình tắt đèn,đèn,OFF
đừng tắt đèn,đèn,ON
làm ơn tăng đèn,đèn,INCREASE
vui lòng không làm mạnh hơn đèn,đèn,DECREASE
cho tôi cho yếu đi đèn,đèn,DECREASE
cho tôi không làm nhẹ lại đèn,đèn,INCREASE
vui lòng mở quạt,quạt,ON
giúp mình không cần bật quạt,quạt,OFF
đóng quạt,quạt,OFF
cho tôi đừng tắt quạt,quạt,ON
làm ơn làm mạnh hơn quạt,quạt,INCREASE
cho tôi không tăng quạt,quạt,DECREASE
vặn nhỏ quạt,quạt,DECREASE
vui lòng không cần cho yếu đi quạt,quạt,INCREASE
làm ơn bật đèn,đèn,ON
làm ơn khỏi cần bật đèn,đèn,OFF
đóng đèn,đèn,OFF
cho tôi đừng đóng đèn,đèn,ON
làm ơn làm mạnh hơn đèn,đèn,INCREASE
làm ơn đừng có làm mạnh hơn đèn,đèn,DECREASE
vui lòng làm nhẹ lại đèn,đèn,DECREASE
khỏi cần giảm đèn,đèn,INCREASE
làm ơn bật quạt,quạt,ON
giúp mình không bật quạt,quạt,OFF
cho tôi đóng quạt,quạt,OFF
giúp mình không đóng quạt,quạt,ON
làm ơn vặn to quạt,quạt,INCREASE
giúp mình khỏi cần cho mạnh hơn quạt,quạt,DECREASE
giúp mình giảm quạt,quạt,DECREASE
vui lòng đừng có vặn nhỏ quạt,quạt,INCREASE
làm ơn bật đèn,đèn,ON
không bật đèn,đèn,OFF
cho tôi tắt đèn,đèn,OFF
làm ơn đừng có tắt đèn,đèn,ON
giúp mình vặn to đèn,đèn,INCREASE
khỏi cần vặn to đèn,đèn,DECREASE
giúp mình vặn nhỏ đèn,đèn,DECREASE
vui lòng đừng giảm đèn,đèn,INCREASE
vui lòng mở quạt,quạt,ON
cho tôi khỏi cần mở quạt,quạt,OFF
vui lòng đóng quạt,quạt,OFF
giúp mình không đóng quạt,quạt,ON
cho tôi tăng quạt,quạt,INCREASE
vui lòng đừng có vặn to quạt,quạt,DECREASE
làm ơn vặn nhỏ quạt,quạt,DECREASE
giúp mình đừng có cho yếu đi quạt,quạt,INCREASE
cho tôi bật đèn,đèn,ON
cho tôi không mở đèn,đèn,OFF
làm ơn đóng đèn,đèn,OFF
cho tôi đừng đóng đèn,đèn,ON
cho tôi tăng đèn,đèn,INCREASE
vui lòng đừng có cho mạnh hơn đèn,đèn,DECREASE
cho tôi làm nhẹ lại đèn,đèn,DECREASE
vui lòng đừng có cho yếu đi đèn,đèn,INCREASE
bật quạt,quạt,ON
làm ơn đừng bật quạt,quạt,OFF
giúp mình tắt quạt,quạt,OFF
giúp mình đừng có tắt quạt,quạt,ON
làm ơn vặn to quạt,quạt,INCREASE
vui lòng không làm mạnh hơn quạt,quạt,DECREASE
vui lòng vặn nhỏ quạt,quạt,DECREASE
giúp mình khỏi cần cho yếu đi quạt,quạt,INCREASE
làm ơn bật đèn,đèn,ON
không mở đèn,đèn,OFF
vui lòng đóng đèn,đèn,OFF
vui lòng không tắt đèn,đèn,ON
cho tôi cho mạnh hơn đèn,đèn,INCREASE
vui lòng khỏi cần cho mạnh hơn đèn,đèn,DECREASE
giúp mình giảm đèn,đèn,DECREASE
làm ơn không cần vặn nhỏ đèn,đèn,INCREASE
giúp mình bật quạt,quạt,ON
vui lòng đừng có bật quạt,quạt,OFF
làm ơn đóng quạt,quạt,OFF
làm ơn đừng có đóng quạt,quạt,ON
cho tôi tăng quạt,quạt,INCREASE
giúp mình không cần vặn to quạt,quạt,DECREASE
cho tôi làm nhẹ lại quạt,quạt,DECREASE
vui lòng không giảm quạt,quạt,INCREASE
cho tôi bật đèn,đèn,ON
vui lòng không cần bật đèn,đèn,OFF
tắt đèn,đèn,OFF
cho tôi đừng đóng đèn,đèn,ON
vui lòng cho mạnh hơn đèn,đèn,INCREASE
không vặn to đèn,đèn,DECREASE
vui lòng cho yếu đi đèn,đèn,DECREASE
làm ơn khỏi cần cho yếu đi đèn,đèn,INCREASE
bật quạt,quạt,ON
giúp mình khỏi cần mở quạt,quạt,OFF
giúp mình đóng quạt,quạt,OFF
giúp mình không cần đóng quạt,quạt,ON
cho tôi cho mạnh hơn quạt,quạt,INCREASE
vui lòng đừng vặn to quạt,quạt,DECREASE
cho yếu đi quạt,quạt,DECREASE
cho tôi không làm nhẹ lại quạt,quạt,INCREASE
làm ơn mở đèn,đèn,ON
làm ơn đừng mở đèn,đèn,OFF
giúp mình đóng đèn,đèn,OFF
vui lòng không tắt đèn,đèn,ON
giúp mình vặn to đèn,đèn,INCREASE
làm ơn không cần cho mạnh hơn đèn,đèn,DECREASE
vui lòng làm nhẹ lại đèn,đèn,DECREASE
đừng làm nhẹ lại đèn,đèn,INCREASE
vui lòng bật quạt,quạt,ON
đừng có mở quạt,quạt,OFF
giúp mình đóng quạt,quạt,OFF
cho tôi khỏi cần đóng quạt,quạt,ON
vui lòng tăng quạt,quạt,INCREASE
làm ơn đừng tăng quạt,quạt,DECREASE
vui lòng cho yếu đi quạt,quạt,DECREASE
đừng có làm nhẹ lại quạt,quạt,INCREASE
vui lòng mở đèn,đèn,ON
đừng mở đèn,đèn,OFF
giúp mình đóng đèn,đèn,OFF
vui lòng đừng có tắt đèn,đèn,ON
cho mạnh hơn đèn,đèn,INCREASE
vui lòng khỏi cần cho mạnh hơn đèn,đèn,DECREASE
vui lòng vặn nhỏ đèn,đèn,DECREASE
làm ơn không cần cho yếu đi đèn,đèn,INCREASE
giúp mình bật quạt,quạt,ON
cho tôi đừng có bật quạt,quạt,OFF
giúp mình tắt quạt,quạt,OFF
làm ơn đừng tắt quạt,quạt,ON
giúp mình tăng quạt,quạt,INCREASE
giúp mình đừng tăng quạt,quạt,DECREASE
giúp mình làm nhẹ lại quạt,quạt,DECREASE
làm ơn đừng có làm nhẹ lại quạt,quạt,INCREASE
mở đèn,đèn,ON
vui lòng đừng mở đèn,đèn,OFF
tắt đèn,đèn,OFF
làm ơn đừng có đóng đèn,đèn,ON
làm ơn tăng đèn,đèn,INCREASE
vui lòng không vặn to đèn,đèn,DECREASE
vui lòng làm nhẹ lại đèn,đèn,DECREASE
vui lòng khỏi cần làm nhẹ lại đèn,đèn,INCREASE
giúp mình mở quạt,quạt,ON
làm ơn khỏi cần bật quạt,quạt,OFF
đóng quạt,quạt,OFF
giúp mình đừng có tắt quạt,quạt,ON
giúp mình tăng quạt,quạt,INCREASE
giúp mình đừng có làm mạnh hơn quạt,quạt,DECREASE
làm ơn cho yếu đi quạt,quạt,DECREASE
vui lòng khỏi cần vặn nhỏ quạt,quạt,INCREASE
mở đèn,đèn,ON
vui lòng khỏi cần mở đèn,đèn,OFF
giúp mình đóng đèn,đèn,OFF
làm ơn khỏi cần đóng đèn,đèn,ON
làm ơn làm mạnh hơn đèn,đèn,INCREASE
giúp mình không cần cho mạnh hơn đèn,đèn,DECREASE
làm ơn giảm đèn,đèn,DECREASE
giúp mình không cho yếu đi đèn,đèn,INCREASE
vui lòng mở quạt,quạt,ON
giúp mình không mở quạt,quạt,OFF
giúp mình tắt quạt,quạt,OFF
vui lòng đừng tắt quạt,quạt,ON
vui lòng tăng quạt,quạt,INCREASE
làm ơn không cần tăng quạt,quạt,DECREASE
vui lòng giảm quạt,quạt,DECREASE
vui lòng không cần giảm quạt,quạt,INCREASE
vui lòng mở đèn,đèn,ON
giúp mình không cần mở đèn,đèn,OFF
giúp mình tắt đèn,đèn,OFF
làm ơn không cần tắt đèn,đèn,ON
vặn to đèn,đèn,INCREASE
làm ơn khỏi cần làm mạnh hơn đèn,đèn,DECREASE
giúp mình giảm đèn,đèn,DECREASE
làm ơn đừng cho yếu đi đèn,đèn,INCREASE
bật quạt,quạt,ON
làm ơn khỏi cần mở quạt,quạt,OFF
vui lòng tắt quạt,quạt,OFF
cho tôi không cần tắt quạt,quạt,ON
làm ơn vặn to quạt,quạt,INCREASE
cho tôi không làm mạnh hơn quạt,quạt,DECREASE
vui lòng làm nhẹ lại quạt,quạt,DECREASE
khỏi cần làm nhẹ lại quạt,quạt,INCREASE
làm ơn mở đèn,đèn,ON
không cần mở đèn,đèn,OFF
vui lòng đóng đèn,đèn,OFF
không cần tắt đèn,đèn,ON
vui lòng cho mạnh hơn đèn,đèn,INCREASE
giúp mình đừng vặn to đèn,đèn,DECREASE
giúp mình làm nhẹ lại đèn,đèn,DECREASE
vui lòng đừng cho yếu đi đèn,đèn,INCREASE
bật quạt,quạt,ON
cho tôi đừng có mở quạt,quạt,OFF
cho tôi tắt quạt,quạt,OFF
giúp mình khỏi cần đóng quạt,quạt,ON
vui lòng vặn to quạt,quạt,INCREASE
cho tôi không cần làm mạnh hơn quạt,quạt,DECREASE
vui lòng làm nhẹ lại quạt,quạt,DECREASE
giúp mình đừng cho yếu đi quạt,quạt,INCREASE
giúp mình bật đèn,đèn,ON
giúp mình khỏi cần mở đèn,đèn,OFF
giúp mình đóng đèn,đèn,OFF
không cần đóng đèn,đèn,ON
vui lòng tăng đèn,đèn,INCREASE
làm ơn không cần tăng đèn,đèn,DECREASE
cho tôi giảm đèn,đèn,DECREASE
cho tôi đừng vặn nhỏ đèn,đèn,INCREASE
mở quạt,quạt,ON
không mở quạt,quạt,OFF
giúp mình tắt quạt,quạt,OFF
giúp mình không cần đóng quạt,quạt,ON
giúp mình cho mạnh hơn quạt,quạt,INCREASE
giúp mình không tăng quạt,quạt,DECREASE
cho yếu đi quạt,quạt,DECREASE
giúp mình khỏi cần vặn nhỏ quạt,quạt,INCREASE
cho tôi mở đèn,đèn,ON
khỏi cần bật đèn,đèn,OFF
cho tôi tắt đèn,đèn,OFF
làm ơn đừng tắt đèn,đèn,ON
cho mạnh hơn đèn,đèn,INCREASE
làm ơn khỏi cần tăng đèn,đèn,DECREASE
vui lòng giảm đèn,đèn,DECREASE
giúp mình không cần cho yếu đi đèn,đèn,INCREASE
vui lòng mở quạt,quạt,ON
không cần bật quạt,quạt,OFF
cho tôi tắt quạt,quạt,OFF
cho tôi đừng có tắt quạt,quạt,ON
vui lòng làm mạnh hơn quạt,quạt,INCREASE
cho tôi khỏi cần làm mạnh hơn quạt,quạt,DECREASE
vui lòng cho yếu đi quạt,quạt,DECREASE
làm ơn đừng có giảm quạt,quạt,INCREASE
cho tôi bật đèn,đèn,ON
giúp mình không bật đèn,đèn,OFF
cho tôi đóng đèn,đèn,OFF
cho tôi đừng tắt đèn,đèn,ON
giúp mình làm mạnh hơn đèn,đèn,INCREASE
cho tôi đừng có cho mạnh hơn đèn,đèn,DECREASE
làm ơn vặn nhỏ đèn,đèn,DECREASE
